source	target
Ectodermal Dysplasia 1, Anhidrotic	Ectodysplasins
Ectodermal Dysplasia 3, Anhidrotic	Edar Receptor
Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive	Edar Receptor
Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive	Edar-Associated Death Domain Protein
High Vocal Center	Songbirds
Death Domain Receptor Signaling Adaptor Proteins	Death Effector Domain
Suture Anchors	Tenodesis
Visible Human Projects	Imaging, Three-Dimensional
Channelopathies	Neuromuscular Junction Diseases
Prostatism	Prostatic Hyperplasia
Glucocorticoid-Induced TNFR-Related Protein	Autoimmune Lymphoproliferative Syndrome
Caspase 10	Autoimmune Lymphoproliferative Syndrome
CARD Signaling Adaptor Proteins	Caspase Activation and Recruitment Domain
Eye Movement Measurements	Eye Movements
RecQ Helicases	Bloom Syndrome
RecQ Helicases	Rothmund-Thomson Syndrome
RecQ Helicases	Werner Syndrome
Proteinase Inhibitory Proteins, Secretory	Protease Inhibitors
Cholestanetriol 26-Monooxygenase	Xanthomatosis, Cerebrotendinous
Keratin-17	Pachyonychia Congenita
Keratin-17	Steatocystoma Multiplex
Pachyonychia Congenita	Keratin-17
Pachyonychia Congenita	Keratin-6
Pachyonychia Congenita	Nails, Malformed
Keratin-6	Pachyonychia Congenita
Feminine Hygiene Products	Vaginal Douching
Gitelman Syndrome	Solute Carrier Family 12, Member 3
Muscle Strength	Muscle Contraction
Virus Internalization	Endocytosis
Embryonic Stem Cells	Blastocyst Inner Cell Mass
Stupor	Sleep Stages
Opiate Alkaloids	Opioid Peptides
Opiate Alkaloids	Opium
Janus Kinases	src Homology Domains
Janus Kinase 1	src Homology Domains
Janus Kinase 2	src Homology Domains
Janus Kinase 3	src Homology Domains
Blastocyst Inner Cell Mass	Embryonic Stem Cells
Sperm Retrieval	Fertility Preservation
TYK2 Kinase	src Homology Domains
Nuclear Transfer Techniques	Cloning, Organism
Tenodesis	Suture Anchors
Laser Therapy	Lasers
Capsule Endoscopy	Capsule Endoscopes
Capsule Endoscopes	Capsule Endoscopy
Typhlitis	Enterocolitis, Necrotizing
Typhlitis	Enterocolitis, Neutropenic
Azoospermia	Aspermia
Aspermia	Azoospermia
Cystotomy	Cystostomy
Scleromyxedema	Myxedema
Metal Nanoparticles	Ferrosoferric Oxide
Protein Tyrosine Phosphatase, Non-Receptor Type 6	src Homology Domains
Stockings, Compression	Intermittent Pneumatic Compression Devices
Wetlands	Avicennia
Explosive Agents	Bombs
DNA Degradation, Necrotic	DNA Fragmentation
Microsatellite Instability	Microsatellite Repeats
Papillomavirus Vaccines	Cancer Vaccines
DNA Fragmentation	DNA Degradation, Necrotic
Alpha-Amanitin	Mushroom Poisoning
Lasers, Excimer	Photorefractive Keratectomy
Lasers, Dye	Intense Pulsed Light Therapy
Bombs	Explosive Agents
Surgical Stomas	Cecostomy
Surgical Stomas	Colostomy
Surgical Stomas	Duodenostomy
Surgical Stomas	Ileostomy
Surgical Stomas	Jejunostomy
Surgical Stomas	Peritoneal Stomata
Peritoneal Stomata	Surgical Stomas
Coronary Occlusion	Coronary Thrombosis
Deaf-Blind Disorders	Persons With Hearing Impairments
Deaf-Blind Disorders	Visually Impaired Persons
Leukemia, Large Granular Lymphocytic	Lymphocytosis
Postthrombotic Syndrome	Varicose Ulcer
KATP Channels	Potassium Channel Blockers
Refractive Surgical Procedures	Orthokeratologic Procedures
Orthokeratologic Procedures	Refractive Surgical Procedures
Perinatal Mortality	Infant Death
Perinatal Mortality	Infant Mortality
Perinatal Mortality	Perinatal Death
Emigrants and Immigrants	Emigration and Immigration
Human Immunodeficiency Virus Proteins	HIV
env Gene Products, Human Immunodeficiency Virus	Genes, env
Drug Inverse Agonism	Drug Agonism
Oocyte Retrieval	Fertility Preservation
No-Reflow Phenomenon	Coronary Restenosis
Lubricants	Surface-Active Agents
Thiosugars	Thioglucosides
Cell Dedifferentiation	Cell Transdifferentiation
Cell Transdifferentiation	Cell Dedifferentiation
Cell Transdifferentiation	Cellular Reprogramming
Cell Transdifferentiation	Cellular Reprogramming Techniques
Iron Carbonyl Compounds	Iron Chelating Agents
Laxatives	Dietary Fiber
Tissue Scaffolds	Absorbable Implants
Amplified Fragment Length Polymorphism Analysis	Polymorphism, Restriction Fragment Length
Trichothiodystrophy Syndromes	Xeroderma Pigmentosum Group D Protein
Vulvar Vestibulitis	Dyspareunia
Vulvar Vestibulitis	Vulvodynia
Cultural Competency	Culturally Competent Care
Cultural Competency	Transcultural Nursing
Adult Survivors of Child Abuse	Battered Child Syndrome
Minority Health	Minority Groups
United States Department of Homeland Security	Civil Defense
SH2 Domain-Containing Protein Tyrosine Phosphatases	src Homology Domains
Nutrigenomics	Metabolomics
Cytostatic Agents	Cytotoxins
Protein Interaction Domains and Motifs	Protein Interaction Mapping
Protein Interaction Domains and Motifs	Protein Interaction Maps
Hair Cells, Ampulla	Stereocilia
Glycomics	Carbohydrates
Drug Dosage Calculations	Pharmaceutical Preparations
Molecular Imprinting	Nanostructures
Hexosaminidase A	Sandhoff Disease
Hexosaminidase A	Tay-Sachs Disease
Cardiac Electrophysiology	Electrophysiologic Techniques, Cardiac
G-Quadruplexes	DNA, Cruciform
Clinical Audit	Clinical Governance
Athletic Performance	Psychomotor Performance
Ubiquitination	Ubiquitinated Proteins
Antley-Bixler Syndrome Phenotype	NADPH-Ferrihemoprotein Reductase
Antley-Bixler Syndrome Phenotype	Receptor, Fibroblast Growth Factor, Type 2
Metagenome	Microbiota
Compound Eye, Arthropod	Photoreceptor Cells, Invertebrate
Clinical Governance	Clinical Audit
Immunological Synapses	Antigen Presentation
Spondylosis	Spondylolysis
Campomelic Dysplasia	Pierre Robin Syndrome
Integrative Medicine	Holistic Health
Salt-Tolerance	Halobacteriaceae
Salt-Tolerant Plants	Plants, Genetically Modified
Evidence-Based Dentistry	Evidence-Based Medicine
Evidence-Based Dentistry	Evidence-Based Nursing
Optics and Photonics	Optical Devices
Optical Devices	Optics and Photonics
Optical Fibers	Fiber Optic Technology
Infusions, Subcutaneous	Subcutaneous Absorption
Waist Circumference	Sagittal Abdominal Diameter
Waist Circumference	Waist-Hip Ratio
Genome-Wide Association Study	Genotyping Techniques
Suntan	Sunbathing
Suntan	Sunburn
Sunbathing	Sunburn
Sunbathing	Suntan
Light-Curing of Dental Adhesives	Photoinitiators, Dental
Curing Lights, Dental	Photoinitiators, Dental
Medication Adherence	Treatment Refusal
Elastic Modulus	Elasticity
Dysphonia	Vocal Cord Dysfunction
Plant Root Nodulation	Nitrogen Fixation
Plant Root Nodulation	Root Nodules, Plant
Delayed Emergence from Anesthesia	Anesthesia Recovery Period
Proline-Rich Protein Domains	Cornified Envelope Proline-Rich Proteins
Proline-Rich Protein Domains	Salivary Proline-Rich Proteins
Cornified Envelope Proline-Rich Proteins	Proline-Rich Protein Domains
Cell-Derived Microparticles	Exosomes
Color Vision	Color Perception
Salivary Proline-Rich Proteins	Proline-Rich Protein Domains
Cystatin B	Unverricht-Lundborg Syndrome
Evidence-Based Nursing	Evidence-Based Dentistry
Evidence-Based Nursing	Evidence-Based Medicine
Exosomes	Cell-Derived Microparticles
Exosomes	Endosomes
Exosomes	Exosome Multienzyme Ribonuclease Complex
Exosomes	Secretory Vesicles
Uterine Artery Embolization	Uterine Artery
Osteopathic Physicians	Osteopathic Medicine
Ventilator-Induced Lung Injury	Ventilators, Mechanical
Metabolomics	Nutrigenomics
Metabolome	Metabolomics
Catheter-Related Infections	Catheter Obstruction
Catheter-Related Infections	Cross Infection
Resilience, Psychological	Adaptation, Psychological
Secondary Prevention	Chemoprevention
Protein Multimerization	Dimerization
Protein Multimerization	Protein Folding
snRNP Core Proteins	RNA Splicing Factors
Photoreceptors, Plant	Light Signal Transduction
Gemini of Coiled Bodies	Coiled Bodies
Gemini of Coiled Bodies	SMN Complex Proteins
SMN Complex Proteins	Gemini of Coiled Bodies
Morgellons Disease	Delusional Parasitosis
Light Signal Transduction	Photoreceptors, Microbial
Light Signal Transduction	Photoreceptors, Plant
Survival of Motor Neuron 2 Protein	Tudor Domain
Protein Stability	Protein Unfolding
Infectious Disease Medicine	Bacteriology
Infectious Disease Medicine	Communicable Disease Control
Infectious Disease Medicine	Microbiology
Infectious Disease Medicine	Mycology
Infectious Disease Medicine	Parasitology
Infectious Disease Medicine	Virology
Antigens, CD1d	Histocompatibility Antigens Class I
Genetic Phenomena	Genetic Techniques
Genetic Phenomena	Genetics
Genetic Phenomena	Molecular Biology
Electrical Equipment and Supplies	Electronics
Methicillin-Resistant Staphylococcus aureus	Methicillin Resistance
Purpura Fulminans	Disseminated Intravascular Coagulation
Viscosupplements	Viscosupplementation
Viscosupplementation	Viscosupplements
Electronic Prescribing	Clinical Pharmacy Information Systems
Electronic Prescribing	Drug Therapy, Computer-Assisted
Electronic Prescribing	Medical Order Entry Systems
Meningeal Carcinomatosis	Meningitis
SOX9 Transcription Factor	Pierre Robin Syndrome
Gene Knockout Techniques	Mice, Knockout
Moving and Lifting Patients	Patient Positioning
Moving and Lifting Patients	Transportation of Patients
Illness Behavior	Sick Role
Drug Chronotherapy	Administration, Metronomic
Chronobiology Discipline	Chronobiology Phenomena
Chronobiology Discipline	Chronotherapy
Chronobiology Discipline	Drug Chronotherapy
Chronobiology Discipline	Sleep Phase Chronotherapy
Magnetic Field Therapy	Electric Stimulation Therapy
Magnetic Field Therapy	Magnets
Magnetosomes	Ferrosoferric Oxide
Magnetosomes	Magnetospirillum
Loeys-Dietz Syndrome	Ehlers-Danlos Syndrome
Loeys-Dietz Syndrome	Marfan Syndrome
Functional Food	Dietary Supplements
Diffuse Neurofibrillary Tangles with Calcification	Neurofibrillary Tangles
Intervertebral Disc Degeneration	Intervertebral Disc Chemolysis
Intervertebral Disc Degeneration	Sciatica
Nipple Aspirate Fluid	Nipple Discharge
Nipple Aspirate Fluid	Nipples
Uterine Artery	Uterine Artery Embolization
Therapeutic Misconception	Informed Consent
Limnology	Hydrobiology
Limnology	Hydrology
Limnology	Oceanography
Actigraphy	Polysomnography
Genetic Fitness	Selection, Genetic
Commotio Cordis	Death, Sudden, Cardiac
Orchiopexy	Orchiectomy
Hydrobiology	Aquaculture
Hydrobiology	Limnology
Obesity, Abdominal	Abdominal Fat
Gametogenesis, Plant	Germ Cells, Plant
Viral Tropism	Tropism
Chemistry, Analytic	Chemistry, Clinical
Microbial Interactions	Microbial Consortia
Erythrokeratodermia Variabilis	Connexins
Erythrokeratodermia Variabilis	Keratoderma, Palmoplantar
Genu Valgum	Rickets
Genu Varum	Rickets
Neuronal Tract-Tracers	Neuroanatomical Tract-Tracing Techniques
Executive Function	Attention
Executive Function	Memory
Executive Function	Problem Solving
Neuroanatomical Tract-Tracing Techniques	Neuronal Tract-Tracers
Emotional Intelligence	Interpersonal Relations
CA1 Region, Hippocampal	Pyramidal Cells
Acute Chest Syndrome	Respiratory Distress Syndrome, Adult
Grape Seed Extract	Proanthocyanidins
Endosperm	Plant Oils
Endosperm	Plant Proteins
Endosperm	Starch
Peritoneal Fibrosis	Peritoneal Dialysis
Peritoneal Fibrosis	Retroperitoneal Fibrosis
Vulvodynia	Vulvar Vestibulitis
CA2 Region, Hippocampal	Pyramidal Cells
CA3 Region, Hippocampal	Pyramidal Cells
Lab-On-A-Chip Devices	Microchemistry
Lab-On-A-Chip Devices	Microchip Analytical Procedures
Biometric Identification	Dermatoglyphics
Biometric Identification	Forensic Anthropology
Biometric Identification	Forensic Medicine
Galactogogues	Lactation
Yellow Nail Syndrome	Lymphedema
Yellow Nail Syndrome	Pleural Effusion
Costello Syndrome	Genes, ras
Costello Syndrome	Noonan Syndrome
Costello Syndrome	Proto-Oncogene Proteins p21(ras)
Off-Label Use	Drug Approval
Off-Label Use	Drug Labeling
Off-Label Use	Drug Utilization
Prebiotics	Probiotics
Propionic Acidemia	Methylmalonyl-CoA Decarboxylase
Adaptive Immunity	Immunity, Innate
Apitherapy	Bees
Apitherapy	Honey
Genetic Association Studies	Genetic Predisposition to Disease
Endangered Species	Extinction, Biological
Silver-Russell Syndrome	Beckwith-Wiedemann Syndrome
Donohue Syndrome	Insulin Resistance
Donohue Syndrome	Receptor, Insulin
Autoimmune Lymphoproliferative Syndrome	Antigens, CD95
Autoimmune Lymphoproliferative Syndrome	Caspase 10
Autoimmune Lymphoproliferative Syndrome	Caspase 8
Autoimmune Lymphoproliferative Syndrome	Glucocorticoid-Induced TNFR-Related Protein
Drug Recalls	Safety-Based Drug Withdrawals
Safety-Based Drug Withdrawals	Adverse Drug Reaction Reporting Systems
Safety-Based Drug Withdrawals	Drug Recalls
Cross Protection	Immunity, Heterologous
Olecranon Process	Elbow Joint
Leukoencephalopathies	Eukaryotic Initiation Factor-2B
Medicine, Mongolian Traditional	Pharmacognosy
Medicine, Mongolian Traditional	Phytotherapy
Consciousness Monitors	Monitoring, Intraoperative
Argininosuccinic Aciduria	Argininosuccinate Lyase
Acaricides	Mites
Unfolded Protein Response	Endoplasmic Reticulum Stress
Unfolded Protein Response	Endoplasmic Reticulum-Associated Degradation
Hereditary Angioedema Type III	Factor XII
Hereditary Angioedema Types I and II	Complement C1 Inhibitor Protein
Coordination Complexes	Chelating Agents
Weill-Marchesani Syndrome	Marfan Syndrome
Behind-the-Counter Drugs	Prescription Drugs
Interstitial Cells of Cajal	Telocytes
Patient Positioning	Moving and Lifting Patients
Patient Positioning	Posture
Barth Syndrome	Isolated Noncompaction of the Ventricular Myocardium
DNA Copy Number Variations	Gene Dosage
Segmental Duplications, Genomic	Chromosome Duplication
Segmental Duplications, Genomic	Gene Duplication
X-Ray Absorption Spectroscopy	Absorption, Radiation
Liddle Syndrome	Epithelial Sodium Channels
Laryngopharyngeal Reflux	Esophageal Sphincter, Upper
Plant Nectar	Flowers
Plant Nectar	Honey
Plant Nectar	Pollination
Thrombotic Microangiopathies	Thrombosis
Medical Device Recalls	Prosthesis Failure
Cervical Rib	Cervical Rib Syndrome
Cervical Rib	Thoracic Outlet Syndrome
Virus Release	Virus Shedding
Anetoderma	Cutis Laxa
Poroma	Eccrine Porocarcinoma
Shellfish Poisoning	Harmful Algal Bloom
Shellfish Poisoning	Shellfish Hypersensitivity
Harmful Algal Bloom	Shellfish Poisoning
Corneal Wavefront Aberration	Aberrometry
Single-Chain Antibodies	Single-Domain Antibodies
Aberrometry	Corneal Topography
Aberrometry	Corneal Wavefront Aberration
Iridocorneal Endothelial Syndrome	Glaucoma
Antibodies, Neutralizing	Neutralization Tests
Food, Preserved	Food Preservation
Ubiquitinated Proteins	Ubiquitination
High-Throughput Screening Assays	Combinatorial Chemistry Techniques
High-Throughput Screening Assays	Drug Discovery
High-Throughput Screening Assays	Small Molecule Libraries
Translational Medical Research	National Center for Advancing Translational Sciences (U.S.)
American Recovery and Reinvestment Act	Medical Informatics
Comparative Effectiveness Research	Pragmatic Clinical Trials as Topic
Independent Living	Assisted Living Facilities
Child Restraint Systems	Seat Belts
Body Dysmorphic Disorders	Anorexia Nervosa
Biofouling	Biofilms
Health Literacy	Consumer Health Information
Health Literacy	Patient Education as Topic
Global Warming	Carbon Footprint
Radio Frequency Identification Device	Remote Sensing Technology
Precision Medicine	Patient-Specific Modeling
Precision Medicine	Pharmacogenetics
Precision Medicine	Pharmacogenomic Variants
Electronic Health Records	Medical Record Linkage
Search Engine	Software
Social Stigma	Shame
Bloodless Medical and Surgical Procedures	Blood Substitutes
Bloodless Medical and Surgical Procedures	Operative Blood Salvage
Plant Weeds	Weed Control
Transcellular Cell Migration	Transendothelial and Transepithelial Migration
Transendothelial and Transepithelial Migration	Capillary Permeability
Transendothelial and Transepithelial Migration	Transcellular Cell Migration
Operative Blood Salvage	Blood Transfusion, Autologous
Operative Blood Salvage	Bloodless Medical and Surgical Procedures
Periodontal Debridement	Subgingival Curettage
Hyalinosis, Systemic	Hyaline Membrane Disease
Hyalinosis, Systemic	Lipoid Proteinosis of Urbach and Wiethe
Cold Shock Proteins and Peptides	Heat-Shock Proteins
Ischemic Postconditioning	Ischemic Preconditioning
Mirizzi Syndrome	Jaundice, Obstructive
Pets	Bonding, Human-Pet
Vitelliform Macular Dystrophy	Macular Degeneration
Informed Consent By Minors	Coercion
Sex Reassignment Procedures	Transsexualism
Sex Reassignment Surgery	Transsexualism
Endoleak	Capillary Leak Syndrome
Anastomotic Leak	Anastomosis, Surgical
Triploidy	Trisomy
Coral Reefs	Anthozoa
Hemizygote	Loss of Heterozygosity
Stem Cell Research	Embryo Research
Stem Cell Research	Stem Cells
Circadian Clocks	Circadian Rhythm
Argon Plasma Coagulation	Laser Coagulation
Implant Capsular Contracture	Contracture
Click Chemistry	Combinatorial Chemistry Techniques
Click Chemistry	Green Chemistry Technology
Parenteral Nutrition Solutions	Food, Formulated
Parenteral Nutrition Solutions	Parenteral Nutrition
Inappropriate Prescribing	Deprescriptions
Inappropriate Prescribing	Drug Overdose
Inappropriate Prescribing	Medical Overuse
Dent Disease	Bartter Syndrome
Dent Disease	Fanconi Syndrome
Dent Disease	Gitelman Syndrome
Dent Disease	Oculocerebrorenal Syndrome
General Practice	General Practitioners
Veterans Health	Veterans
Neuropsychiatry	Neuropsychology
Artificial Cells	Blood Substitutes
Digital Dermatitis	Dichelobacter nodosus
Digital Dermatitis	Foot Rot
Digital Dermatitis	Treponema
Wavelet Analysis	Fourier Analysis
Endophenotypes	Biomarkers
Neglected Diseases	Rare Diseases
Airway Management	Respiratory Therapy
Balanced Anesthesia	Adjuvants, Anesthesia
Compression Bandages	Stockings, Compression
Tooth Bleaching Agents	Tooth Bleaching
Plaque, Amyloid	Amyloidosis
Plaque, Atherosclerotic	Atherosclerosis
Plaque, Atherosclerotic	Carotid Artery Diseases
Plaque, Atherosclerotic	Coronary Artery Disease
Serum Bactericidal Antibody Assay	Blood Bactericidal Activity
Stretchers	Transportation of Patients
Cardiac Resynchronization Therapy	Cardiac Resynchronization Therapy Devices
Electroencephalography Phase Synchronization	Evoked Potentials
